░ъзO,╖~зO,╣яе~зы╕ъи╞╖~жW║┘(дддх),╣яе~зы╕ъи╞╖~жW║┘(н^дх),░ъе~╣q╕▄,░ъе~╢╟пu,╣яе~и╞╖~жaз},░ъд║зы╕ъдH,░ъд║нt│dдH,░ъд║╣q╕▄,░ъд║╢╟пu,░ъд║жaз},▓╬д@╜s╕╣,еDнn└ч╖~╢╡е╪,о╓ну░O┐¤,о╓нудщ┤┴
н╗┤ф,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,й|е▀(н╗┤ф)к╤еўж│ннд╜еq,SUNNIC TECHNOLOGY &MERCHANDISE (H.K.)COMPANY LIMITED,,,ROOM 716 7F METRO CENTRE II NO 21 LAM HING STREET KOWLOON BAY,й|е▀к╤еўж│ннд╜еq,┬▓нше┴,02-87973566-166,02-87973461,╗Oе_елд║┤Є░╧мwдl╡є76╕╣д╗╝╙,09473845,еb╛╔┼щ╣qдl╣s▓╒еєеN▓z╛P░т,,0920422
н^─▌╢}░╥╕sоq,кў┐─▒▒к╤╖~,CIA HOLDING CORPORATION,CIA HOLDING CORPORATION,,,"4TH FLOOR, WILLOW HOUSE, CRICKET SQUARE, P.O.BOX 2804 GEORGE CAYMAN CAYMAN",дд└Їк╤еўж│ннд╜еq,п╬й·┼у,02-25989890,02-25857991,╗Oе_елдддs░╧е┴┼vжш╕Ї53╕╣15╝╙,12205020,д@пызы╕ъ╖~░╚,,0920422
м№░ъ,,лnи╚и╚╣q╕ЇкO(м№░ъ)д╜еq,NAN YAPCB (U.S.A.)CORP,,,401 W BASELINE ROAD SUITE #203 TEMPE AZ85283,лnи╚╣q╕ЇкOк╤еўж│ннд╜еq,зd┤▄дп,02-3223751#1018,02-3218470,╗Oе_елкQдs░╧┤░д╞е_╕Ї201-36╕╣3╝╙,16096804,з▐│NкA░╚╖~░╚,,0920422
н^─▌║√и╩╕sоq,кў┐─▒▒к╤╖~,ALMOND GARDEN CORP,ALMOND GARDEN CORP,,,,╛╨┴n╣qдlк╤еўж│ннд╜еq,┤^зgен,03-4515494-618,03-4520697,оч╢щ┐д(┬┬)дд├cелдд╢щ╕Їд@дEдK╕╣,44955117,┬рзы╕ъ╖~░╚,,0920423
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,HIGHERWAY HOLDING INC,HIGHERWAY HOLDING INC,,,TRUSTNET CHAMBERS P.O.BOX 3444 ROAD TOWN TORTOLA BRITISH,о№╝wл┬╣qдlдu╖~к╤еўж│ннд╜еq,╢└Фoдш          ,04-23550011-606     ,04-23550022         ,╗Oддел(┬┬)жшд┘░╧дu╖~░╧д@вп╕Їе|╕╣,86105539,▒▒к╤╖~░╚,,0920423
┬─╝пи╚,кў┐─▒▒к╤╖~,е├м╒░ъ╗┌ж│ннд╜еq,EVERBROAD INTERNATIONAL LIMITED,,,OFFSHORE CHAMBERS P.O.BOX 217 APIA SAOMA,еx╞W║ымPмьз▐к╤еўж│ннд╜еq,▓°╢iнZ          ,03-5979999#106      ,03-5977553          ,╖sж╦┐д┤Єдf╢m╗ё░─з°╣ъ╜ю╕Їд@дG╕╣,23984925,░ъ╗┌╢TйЎ,,0920424
дще╗,,ж╩оe╣qдlошжб╖|к└,EXCEL CELL ELECTRONIC CO LTD,,,кFи╩│г╛ее╨░╧йудWдGдBдTдQдT╡fдE╕╣,ж╩оe╣qдlк╤еўж│ннд╜еq,╣∙е╗кL,04-23598668,04-36016658,╗Oдделдu╖~░╧25╕Ї20╕╣,52753108,│qлH╛ў╛╣д╬н╡┼T╛ў╛╣╡е╣qдl╛ў╛╣▓гл~к║╗s│yд╬┐щеXдJд╬│c╜ц╖~░╚,,0920425
┬─╝пи╚,ифеLкA╣вл~╗s│y╖~,CHINA WARE GROUP LIMITED,CHINA WARE GROUP LIMITED,,,G.P.O.BOX 365 307 ST JAMES COURT ST DENIS STREET PORT LOUIS RCPUBLIC,─_╤╘мьз▐к╤еўж│ннд╜еq,▒iл╪дд,02-26983333-600,02-26981508,╗Oе_┐д(┬┬)ж┴дюел╖sеxдн╕Їд@мqдCдC╕╣д@дн╝╙дзд╗,23760474,╢TйЎ╖~дззы╕ъ╖~░╚,,0920506
┬─╝пи╚,ифеLкA╣вл~╗s│y╖~,SPLEND CHINA LIMITED,SPLEND CHINA LIMITED,,,OFFSHORE CHANBERS PO BOX 217 APIA SAMOA,─_╤╘мьз▐к╤еўж│ннд╜еq,▒iл╪дд,02-26983333-600,02-26981508,╗Oе_┐д(┬┬)ж┴дюел╖sеxдн╕Їд@мqдCдC╕╣д@дн╝╙дзд╗,23760474,╢TйЎ╖~дззы╕ъ╖~░╚,,0920506
н╗┤ф,о№мv│f╣Bй╙┼є╖~,╕╬е┴пш╣B(н╗┤ф)ж│ннд╜еq,U-MING MARINE TRANSPORT(HONG KONG)LTD,,,11F LIPPO LEI GHTON TOWER 103-109 LEI GHTON RD CAUSEWAY BAY,╕╬е┴пш╣Bк╤еўж│ннд╜еq,о}ж░кF         ,27338000            ,27359900            ,╗Oе_елдjжw░╧┤░д╞лn╕ЇдGмqдGвпдC╕╣дG╝╙ ,47067419,▓ю▓э╣B░eд╬╢R╜цд╬еN▓z╖~░╚,,0920506
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,"J & J HOLDING CO.,LTD","J & J HOLDING CO.,LTD",,,TROPIC ISLE BUILDING P.O.BOX 438 ROAD TOWN TORTOLA BRITISH VIRGIN,░╖╣ймьз▐к╤еўж│ннд╜еq,д¤┤║мK          ,02-9185993          ,                    ,╗Oе_┐д(┬┬)╖sй▒─_╛Ї╕Їв▒в▓в┤л╤в╢╕╣в▒╝╙,86379707,зы╕ъ╢TйЎ╖~░╚,,0920506
м№░ъ,ифеLе·╣qзўо╞д╬д╕еє╗s│y╖~,м№░ъ▒jнZк╤еўж│ннд╜еq,PAN-JIT INTERNATIONAL INC (U.S.A.),,,1702 W 3RD STREET TEMPE AZ 85281,▒jнZк╤еўж│ннд╜еq,дш▒╙▓M          ,07-6243929-2726     ,07-6229304          ,░к╢п┐д(┬┬)йгдs┬эйгдsе_╕ЇдGе|╕╣,22145016,му╡oд╬╢R╜ц╖~░╚,,0920507
н^─▌║√и╩╕sоq,кў┐─▒▒к╤╖~,╢Vоp╣qдl(║√и╩╕sоq)к╤еўж│ннд╜еq,ACME ELECTRONICS(BVI)CORP,,,CITCO BLDG WICKHAMS CAY P.O.BOX 662 ROAD TWON TORTOLA BVI,╢VТш╣qдlзўо╞к╤еўж│ннд╜еq,зdечжc,02-27980337-3352,02-26599511,╗Oе_елд║┤Є░╧░Є╢й╕ЇдTдE╕╣дK╝╙,86124395,зы╕ъ╖~░╚,,0920508
м№░ъ,кў┐─▒▒к╤╖~,GENE TROL INC,GENE TROL INC,,,2220 LIVINGSTON ST SUITE 201 OAKLAND CA 94606 USA,░Єи╚е═клмьз▐к╤еўж│ннд╜еq,▒iе@й╛,02-23938078,02-33936057,╗Oе_еллn┤ф░╧╢щ░╧╡є3╕╣14╝╙,70760897,е═клмьз▐д╬ифеLм№░ъмFй▓╛ў├Ўо╓нудзи╞╖~╖~░╚,,0920509
м№░ъ,┐n┼щ╣q╕Ї╗s│y╖~,м№░╙╣pнтмьз▐к╤еўж│ннд╜еq,RALINK TECHNOLOGY CORP,,,20300 STEVENS CREEK BLVD SUITE #150 CUPERTIONO CLIFORNIA 95014 USA,╣pнтмьз▐к╤еўж│ннд╜еq,░к║a┤╝,03-5312345-305,03-5355318,╖sж╦┐дж╦е_елеxд╕д@╡є5╕╣5╝╙дз1,12983081,му╡o║Ї╕Ї┤╣д∙╖~░╚,,0920512
╢Vлn,▒Ї┬┤е~жч╗s│y╖~,"MAKALOT GARMENT CO.,LTD(VIETNAM)","MAKALOT GARMENT CO.,LTD(VIETNAM)",,,TRANG BANG INDUSTRIAL PARK-KM 32 NATIONAL ROAD 22 AN TINH VILLAGE,╗E╢з╣ъ╖~к╤еўж│ннд╜еq,йP▓zен,02-2567-7801,02-25362837,╗Oе_елдддs░╧дддsе_╕ЇдGмq106-2╕╣6╝╙,23609668,жижч╗s│y╖~дз╖~░╚,,0920512
дще╗,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,MICRO RESEARCH LABORATORY INC,MICRO RESEARCH LABORATORY INC,,,SHIMIZU SHINAGAWA BLDG 2-2-5 MINAMI SHINAGAWA SHIAGAWA-KU,лHи╣╣qдlк╤еўж│ннд╜еq,д¤▓╨╖s,02-26985760,02-26981548,н]о▀┐дн]о▀ел░ъ╡╪╕Ї582╕╣,23542766,╣qдl╣sеєдз╢iеXдfд╬╢R╜цд╬╗s│y╖~░╚,,0920513
м№░ъ,дд├─╗s│y╖~,░ъ╗┌┬х╜├е═з▐╗s├─к╤еўж│ннд╜еq,EASTWEST PHARMACEUTICALS INTERNATIONAL LLC,,,33 HEMINGWAY STREET REWSBURY MA 01545 USA,░╖│ьлHд╕┬х├─е═з▐к╤еўж│ннд╜еq,кL┤╝╖u,02-87977100,02-87974908,╖sж╦┐д┤Єдf╢mе·┤_е_╕Ї21л╤4╕╣,43199950,ддпє├─муиsд╬╡oоiд╬жц╛P╖~░╚,,0920515
▓№─ї,е╝д└├■ифеLк└╖|дuз@кA░╚╖~,SEA SONIC EUROPE B.V. (NEW),SEA SONIC EUROPE B.V.,8770-5181*305,87705191,,о№├¤╣qдlдu╖~к╤еўж│ннд╜еq,▒iе┐йv,02-8823651,0287705191,╗Oе_елд║┤Є░╧д║┤Є╕Їд@мq360л╤17╕╣8╝╙,04329168,╢iеXдf╢TйЎ,,0920519
╝╥и╜жш┤╡,кў┐─▒▒к╤╖~,ж░оi░ъ╗┌ж│ннд╜еq,SUITE 802 ST JAMES COURT ST ENIS STREET PORT LOUIS MAURITIUS,,,,ж░оi╣qдlк╤еўж│ннд╜еq,▒iе╔╢п,02-87973677-800,02-87973667,╗Oе_еле┴е═кF╕Ї2мq174╕╣5╝╙,89403884,зы╕ъ▒▒к╤╖~░╚,,0920519
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,"TAIWAN SURFACE MOUNTING TECHNOLOGY (BVI)CO.,LTD","TAIWAN SURFACE MOUNTING TECHNOLOGY (BVI)CO.,LTD",,,TROPIC ISLE BUILDING P.O.BOX 438 ROAD TOWN TORTOLA BRITISH,еx╞Wкэн▒┬H╡█мьз▐к╤еўж│ннд╜еq,ею╢}╢│          ,03-3761623-3200     ,03-3637131          ,оч╢щ┐д(┬┬)оч╢щелдjкLи╜┐│╡╪╕ЇдC╕╣,23722471,зы╕ъ▒▒к╤,,0920520
м№░ъ,│Q░╩╣qдlд╕еє╗s│y╖~,DICON FIBEROPTICS INC,DICON FIBEROPTICS INC,,,1689 REGATTA BLVD RICHMOND CA 94804 U.S.A.,╡╪е▀е°╖~к╤еўж│ннд╜еq,▒i╖ч┤▄,07-2164311,07-2811480,░к╢пеллeкў░╧дде┐е|╕Ї235╕╣10╝╙,75514419,е·│q░T│Q░╩д╕еєд╬╝╥▓╒д╬┤·╕╒╗Ў╛╣▓г╛P,,0920520
╝w░ъ,╣q╕г╗s│y╖~,ALBATRON COMPUTER GMBH,ALBATRON COMPUTER GMBH,,,GEWERBEPARK BUSINESS 9 BLINDEISENWET 33 41468 NEUSS GERMANY,лC╢│░ъ╗┌мьз▐к╤еўж│ннд╜еq,м_┴o╖╜          ,02-82273277-805     ,02-82273214         ,╗Oе_┐д(┬┬)ддйMелдде┐╕ЇдCд@д╗╕╣д╗╝╙,21224842,о№е~и╞╖~д╬┬рдf╢TйЎ╖~░╚,,0920521
н╗┤ф,░╙л~╕gмЎ╖~,мЁп}│q░T(н╗┤ф)ж│ннд╜еq,TURBOCOMM TECH (H.K.)LIMITED,,,н╗┤фдE└sжyиFйCкFмь╛╟└]╣Dд@╕╣▒d╝s│ї1110,мЁп}│q░Tк╤еўж│ннд╜еq,│пнї╢й,02-26551618-510,02-66155500,╗Oе_еллn┤ф░╧кQ╝w╕Їд@дCд@╕╣е|╝╙дздG,16638076,╢iеXдf░ъ╗┌╢TйЎ╖~░╚,,0920522
дще╗,░╙л~╕gмЎ╖~,╝zе▀╣qдl(дще╗)д╜еq,EVERFOCUS JAPAN CORP,,,дd╕нелм№└╪░╧дд├uдGд╗╡fжa,╝zд═╣qдlк╤еўж│ннд╜еq,зїй╛и},02-6982334*138,02-698-2380,╖sе_елж┴дю░╧╖sеxдн╕Їд@мq79╕╣12╝╙дз1,89639615,еN▓z▓гл~╛P░тд╬л╚дскA░╚╖~░╚,,0920522
м№░ъ,░t╜u╛╣зў╗s│y╖~,ABA INDUSTRY INC,ABA INDUSTRY INC,,,855 W WALNUT STREET COMPTON CA 90220 USA,╕Uж░╣q╖~к╤еўж│ннд╜еq,▒i╗╩пP,02-22988066#313,02-22988131,╗Oе_┐д(┬┬)днк╤╢mднк╤дu╖~░╧дндuд╗╕Ї72╕╣3╝╙,22522622,╣qдl│s▒╡╜u▓гл~╛P░т╖~░╚,,0920527
н^─▌╢}░╥╕sоq,кў┐─▒▒к╤╖~,HIGHPOINT TRANDING LTD,HIGHPOINT TRANDING LTD,,,SCOTIA CENTRE 4TH FLOOR P.O.BOX 2804 GEORGE TOWN GRAND CAYMAN,ої┬╫╜№нLк╤еўж│ннд╜еq,░инz░╖,03-4522156,,оч╢щелдд├c░╧дд╡╪╕ЇдGмq369╕╣,44721408,╢TйЎ╖~░╚,,0920602
н╗┤ф,░w┬┤е~жч╗s│y╖~,MEL TEK LIMITED,MEL TEK LIMITED,,,SUITE 2302 23/F GREAT EAGLE CENTRE 23 HARBOUR ROAD WANCHAI HONG KONG,└╪дtе°╖~к╤еўж│ннд╜еq,┐╜╗эи╙          ,07-2514311-8826     ,07-2614943         ,░к╢п┐д(┬┬)дj╝d╢mдj╝dз°┐│╖~╕ЇдG╕╣,76404919,╢TйЎ╖~░╚,,0920602
н^─▌╢}░╥╕sоq,ифеLкў┐─╗▓зU╖~,QUANTA STORAGE INTERNATIONAL LIMITED,QUANTA STORAGE INTERNATIONAL LIMITED,,,SCOTIA CENTRE 4TH FLOOR P.O.BOX2804 GEORGE TOWN GRAND CAYMAN CAYMAN ISLANDS,╝sй·е·╣qк╤еўж│ннд╜еq,кLж╩и╜,03-3288-090,03-3522020,оч╢щел└tдs░╧дхд╞дG╕Ї188╕╣3╝╙,16836218,зы╕ъ▒▒к╤╖~░╚,,0920606
м№░ъ,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,FARADAY TECHNOLOGY CORPORATION (USA),FARADAY TECHNOLOGY CORPORATION (USA),,,490 DE GGUIGNE DRIVE SUNNYVALE CA 94085 USA,┤╝ньмьз▐к╤еўж│ннд╜еq,л┼й·┤╝,03-5787888,,╖sж╦ел╖sж╦мь╛╟╢щ░╧дOжцд@╕ЇдQдздG╕╣,84149060,╣qдl╣s▓╒еє╡е▓гл~дз╛P░т╖~░╚,,0920606
н^─▌║√и╩╕sоq,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,"ASEV(BVI)TECHNOLOGY CO.,LTD","ASEV(BVI)TECHNOLOGY CO.,LTD",,,P.O.BOX 957 OFFSHORE INCORPORATIONS CENTRE ROAD TOWN TORTOLA,╖ч░aмьз▐к╤еўж│ннд╜еq,ж┐лT°╩          ,29997955            ,                    ,╗Oе_┐д(┬┬)дTнлелнл╖s╕Їднмqв╡впв╕л╤в░вп╕╣в╖╝╙дзв▒,84929896,╢R╜ц╣qдl╣s▓╒еєм█├Ўзўо╞д╬░╙л~╖~░╚,,0920606
дще╗,╣q╜uд╬╣q╞l╗s│y╖~,и}▒oдще╗к╤еўж│ннд╜еq,"LINETEK JAPAN CO.,LTD",,,дще╗░ъплй`дt┐д┤╤Уiел│г╡о░╧нT▒Tддеб46╡f14╕╣▓─дG┤╔302л╟,еx╞Wи}▒o╣qдlк╤еўж│ннд╜еq,┴┬░ъ╢п,02-26625600,02-26629132,╖sе_ел▓`з|░╧е_▓`╕Ї3мq272╕╣,04877657,╣q╜uд╬╣q╞lд╬╣q╜u╣q╞l╣qдl╛╣иу╡е╗s│yд╬е[дuд╬╢R╜цд╬╢iеXдf,,0920613
м№░ъ,д╞╛╟ньо╞зх╡o╖~,°╩е├╗═м№░ъд╜еq,HSIN YUNG CHIEN U.S.INC,,,208 OLD ROSSER ROAD STONE MOUNTAIN GA 30087,°╩е├╗═к╤еўж│ннд╜еq,кLйu╢i,049-2263-888,049-22574090,лnзы┐длnзыеллn▒^дu╖~░╧лn▒^дT╕Ї294╕╣,51704734,╛є╜ж╣B░eе╓▒aд╬жU║╪╛є╜ж╗sл~дз╢R╜ц╖~░╚,,0920613
┴·░ъ,┐ьд╜е╬╛ў▒ё╛╣иузх╡o╖~,и╬е▓╡X┴·░ък╤еўж│ннд╜еq,"JPC KOREA CO.,LTD",,,#29 1488-39 KWAN YANG-DONG DONGAN-GU ANYANG-SHI KYOUGGI-DO,и╬е▓╡X░ъ╗┌к╤еўж│ннд╜еq,▒i╡╬м▄,02-8227-1658,02-82271636,╖sе_елддйM░╧л╪д@╕Ї176╕╣9╝╙,86701804,╣q╕гйP├ф│]│╞╢R╜ц╖~░╚,,0920613
╝w░ъ,╣qдOи╤└│╖~,COOLERGIANT COMPUTER HANDELS GMBH,COOLERGIANT COMPUTER HANDELS GMBH,,,BILLBROOKDEICH 80 22113 HAMBURG GERMANAY,лO╛Uмьз▐к╤еўж│ннд╜еq,─мл█дх,03-3161675,03-3466626,оч╢щелоч╢щ░╧╕g░ъ╕Ї888╕╣2╝╙дз1дз2,23725553,╣q╖╜и╤└│╛╣д╬╛ў┤▀╡е╣q╕г╢g├фдз╛P░т,,0920616
н╗┤ф,╣qдOи╤└│╖~,░ке═░ъ╗┌е°╖~(н╗┤ф\)ж│ннд╜еq,SUPERGRADE INTERNATIONAL ENTERPRISE LIMITED,85223312239,85223312302,,е░┤╣мьз▐к╤еўж│ннд╜еq,кL╕Rе═,03-5780899-8198,03-5772218,╖sж╦елдdе╥и╜дЇзQ╕ЇдKдKдздK╕╣дG╝╙,84554356,жU║╪╖~░╚дз╕g└чеN▓zд╬┼U░▌╡е╢iеXдfд╬╗s│yд╬н▄└xд╬╕g└ч╖~░╚╡е,,0920616
┬─╝пи╚,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,┬─╝пи╚й_┤╢еKк╤еўж│ннд╜еq,CHI PU SHI (SAMOA)CORP,,,,й_┤╢еKк╤еўж│ннд╜еq,╖┼й·┤┬          ,02-282263168-8103   ,02-282263118        ,╗Oе_┐д(┬┬)ддйMелл╪д@╕Їд@днвп╕╣д@дC╝╙,86022783,╣qдl╣s▓╒еєдз╢R╜ц╖~░╚,,0920616
┬─╝пи╚,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,ж╞╣F(┬─╝пи╚)к╤еўж│ннд╜еq,VENDA(SAMOA)CORP,,,,й_┤╢еKк╤еўж│ннд╜еq,╖┼й·┤┬          ,02-282263168-8103   ,02-282263118        ,╗Oе_┐д(┬┬)ддйMелл╪д@╕Їд@днвп╕╣д@дC╝╙,86022783,╣qдl╢g├ф│]│╞╢R╜ц╖~░╚,,0920616
н^─▌║√и╩╕sоq,╣q╕▄д╬дт╛ў╗s│y╖~,PRIME INTERNATIONAL DEVELOPMENTS LTD,PRIME INTERNATIONAL DEVELOPMENTS LTD,,,2ND FLOOR ABBOTT BUILDING ROAD TOWN TORTOLA BRITISH VIRGIN,ж╩д@╣qдlк╤еўж│ннд╜еq,│\└A╜ў          ,03-4615000-315      ,03-4614000          ,оч╢щ┐д(┬┬)дд├cелдu╖~░╧кF╢щ╕Їд╗дE╕╣,89549585,зы╕ъд╬╡L╜u│q░T╣qдl▓гл~е[дu╢R╜ц,,0920616
┬─╝пи╚,╣qдOи╤└│╖~,лaз╗ж│ннд╜еq,CHAMPIONGREAT LIMITED,,,OFFSHORE CHAMBERS P.O.BOX 217 APIA SAOMA,жXе@е═┬хмьз▐к╤еўж│ннд╜еq,╖и░ъйM,02-82271300,02-82271301,╖sе_елддйM░╧л╪д@╕Ї186╕╣9╝╙,97304042,д@пы╢iеXдf╢R╜ц╖~░╚,,0920617
дще╗,╣qдl│]│╞д╬иф╣s▓╒еєзх╡o╖~,з╙ж░дще╗ошжб╖|к└,"GISH JAPAN CO.,LTD",03-56147566,03-56147567,дще╗░ъкFи╩│гддеб░╧дще╗╛Їдp╔┤░и╦m13-4,з╙ж░░ъ╗┌к╤еўж│ннд╜еq,│п┬`к┌,02-29953666-210,02-29953632,╗Oе_┐д(┬┬)дTнлелдддs╕ЇдTдCдE╕╣д@е|╝╙,23286631,╣q╕гд╬иф╢g├ф╛ў╛╣к║┐щеXдJд╬иф│c╜ц,,0920618
┬─╝пи╚,е╝д└├■ифеL▒M╜цзх╡o╖~,▒R▓▒мьз▐ж│ннд╜еq,GRAND TECHNOLOGY CORPORATION,,,OFFSHORE CHAMBERS P.O.BOX 217 APIA SAMOA,жXе@е═┬хмьз▐к╤еўж│ннд╜еq,╖и░ъйM,02-82271300,02-82271301,╖sе_елддйM░╧л╪д@╕Ї186╕╣9╝╙,97304042,д@пы╢iеXдf,,0920618
м№░ъ,мy┼щ╢╟░╩│]│╞╗s│y╖~,м№░ъиєйЎд╜еq,SEYI-AMERICA INC,,,203 LEMON CREEK DR SUITE A WALNUT CA 91789 USA,иєйЎ╛ў▒ёдu╖~к╤еўж│ннд╜еq,│в╢о╝z,03-3525466-3620,02-2121006,оч╢щ┐д(┬┬)└tдs╢mлnдW╕Їе|е|д╗╕╣,36096704,иRз╔д╬кo└г╛ўд╬╛ў▒ёдтд╬иR└гж█░╩д╞│]│╞д╬ифй╥╗▌зўо╞╣sеєдз╢R╜цд╬еN▓zд╬кA░╚╖~░╚,,0920619
н^─▌║√и╩╕sоq,кў┐─▒▒к╤╖~,н^─▌║√и╩╕sоqе■оaлKзQ░╙й▒▒▒к╤к╤еўж│ннд╜еq,"FAMILYMART CONVENIENCE STORE (BVI)CO.,LTD",,,,е■оaлKзQ░╙й▒к╤еўж│ннд╜еq,╝я╢iдB          ,02-25239588         ,02-25239599         ,╗Oе_елдддsе_╕ЇдGмqд╗д@╕╣дC╝╙,23060248,зы╕ъ╖~░╚,,0920624
н^─▌║√и╩╕sоq,│Q░╩╣qдlд╕еє╗s│y╖~,н╗┤ф┬@оїмьз▐ж│ннд╜еq,ONLINE TECHNOLOGIES LIMITED,,,P.O.BOX 3152 ROAD TOWN TORTOLA BRITISH VIRGINISLANDS,и╬и╣мьз▐к╤еўж│ннд╜еq,нЁ└A║a          ,037-464644          ,037-464744          ,н]о▀┐дж╦лn┬эдjнэи╜дндEб╨д@дG╝╙,16599215,░к└W╣qдlд╕╛╣еє╡е╛P░т╖~░╚,,0920626
м№░ъ,ифеLе·╣qзўо╞д╬д╕еє╗s│y╖~,CONSTANT FOREC TECHNOLOGY LLC,CONSTANT FOREC TECHNOLOGY LLC,,,3531-88TH AVENUE NE BLAINE MN 55014 USA,╗╩▓змьз▐к╤еўж│ннд╜еq,┴┬└A┐│,02-82001008-3339,02-82003289,оч╢щ┐д(┬┬)└tдs╢m╕U╣╪╕Їд@мqе|дEдGдзд@╕╣д@вп╝╙дзд@,30897480,▓G┤╣┼уе▄╛╣дфм[╖~░╚,,0920626
м№░ъ,┐чоgд╬╣qдl┬х╛╟│]│╞╗s│y╖~,ж╩м№е═клмьз▐д╜еq,BIOMEDIX INC,,,40471 ENCYCLOPEDIA CIRCLE,й°м╒е°╖~к╤еўж│ннд╜еq,иЇе@й[,02-29956645#3266,02-29954767,╖sе_елдTнл░╧нл╖s╕Ї5мq492╕╣1-8╝╙,05141520,┬х└°╛╣зўдзму╡oд╬╛P░т╖~░╚,,0920702
н^─▌║√и╩╕sоq,кў┐─▒▒к╤╖~,"EVERSKILL INTERNATIONAL HOLDING CO.,LTD","EVERSKILL INTERNATIONAL HOLDING CO.,LTD",,,3RD FLOOR OMAR HODGE BUILDING WICKHAMS CAY1 P.O.BOX 362 ROAD,еK┤▄мьз▐е°╖~к╤еўж│ннд╜еq,┤┐л╪╝¤          ,02-27204000-2218    ,02-27576049         ,╗Oе_┐д(┬┬)дgл░елдgл░дu╖~░╧дддs╕Їд@вп╕╣д@╝╙,86325317,зы╕ъи╞╖~╖~░╚,,0920702
м№░ъ,оaе╬╣qо░╗s│y╖~,м№░ъд╕дsмьз▐к╤еўж│ннд╜еq,YSTECH U.S.A.INC,,,12691 MONARCH ST GARDEN GROVE CA 92841,д╕дsмьз▐дu╖~к╤еўж│ннд╜еq,│пл╪║a          ,07-3713588-429      ,07-3719646          ,░к╢п┐д(┬┬)дпкZ╢mн╖дп╕ЇдTдGдE╕╣,22264722,┤▓╝Ўд∙д╬н╖о░д╬ифм█├Ў░tдз╢R╜ц╖~░╚,,0920703
кk░ъ,оaе╬─с╝v╛╣зўд╬е·╛╟▓гл~зх╡o╖~,CHROMATEX SA,CHROMATEX SA,,,ACTIPOLE 130 AVENUE JOSEPH KESSEL 78960 VOISINS LE BRETON NEUX,нPнZ╣qдlк╤еўж│ннд╜еq,╢└┤▄й·,02-5057055,02-22983596,оч╢щ┐д(┬┬)└tдs╢m╡╪и╚мьз▐╢щ░╧╡╪и╚д@╕Ї66╕╣,09461025,╗Ў╛╣╢R╜ц╖~░╚,,0920704
┬─╝пи╚,жш├─╗s│y╖~,└│╡╪├─л~мьз▐(SAMOA)ж│ннд╜еq,ZEPHARM TECHNOLOGY(SAMOA)ж│ннд╜еq,,,┬─╝пи╚░ъоJй▄и╚╡╪║╕и╚╡ємепS╝пддд▀дG╝╙,жwжи░ъ╗┌├─╖~к╤еўж│ннд╜еq,│пз╙й·,02-26573350,02-26573595,╗Oе_елд║┤Є░╧┤фсY╕Ї221л╤41╕╣4╝╙,16284926,┬х├─м█├Ўз▐│NкA░╚дз╖~░╚▒└╝s╖~░╚,,0920704
╢Vлn,дг┬┤ем╖~,╖s─R(╢Vлn)к╤еўж│ннд╜еq,"SHINIH(VIETNAM)CO.,LTD",,,NATIONAL ROAD 22 OUARTER 2 TAN AN HOI VILLAGE CU CHI DISTRICT,╖s─Rе°╖~к╤еўж│ннд╜еq,┬▓║a░],02-29648889#610,02-29643766,╗Oе_┐д(┬┬)кO╛ЇелдTе┴╕Їд@мq107╕╣,33375909,жU║╪дг┬┤емд╬┤╓├■д╬╗Eп╫┤╓├■д╬╣ьиу╡е╗s│yе[дuд╬╢R╜ц,,0920709
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,┤I▒jмьз▐ж│ннд╜еq,ACCU-IMAGE TECHNOLOGY LTD,,,P.O.BOX 957 OFFSHORE LNCORPORATIONS CENTRE ROAD TOWN TORTOLA,┤Q▒jмьз▐к╤еўж│ннд╜еq,│веx▒j,02-27296666-3603    ,02-287884730        ,╖sе_елдgл░░╧ддеб╕Їе|мq49╕╣,97178299,╝v╣│▒╜║╦╛╣дз╛P░тд╬▒▒к╤д╬┬рзы╕ъ╖~░╚,,0920710
н^░ъ,кў┐─▒▒к╤╖~,н^─▌╗\░╥╕sоq░╙SAGE FUND CO,SAGE FUND CO,,,P.O.BOX 1034 GEORGE TOWN GRAND CAYMAN,░ъ│ье█кoд╞╛╟к╤еўж│ннд╜еq,зdмK╗O,02-3114731,,░к╢пелдjк└░╧┐│дu╕Ї4╕╣,04212250,зы╕ъ╖~░╚,,0920711
